,author,papers,declared
34591,2478822005,2,339
34592,2478822375,4,17
34593,2478832604,2,4
34594,2478847694,1,10
34595,2478865069,2,10
34596,2478869849,1,1
34597,2478873363,1,2
34598,2478893570,1,1
34599,2478930950,1,3
34600,2478941544,4,10
34601,2478950094,1,4
34602,2478960532,1,4
34603,2478970868,1,1
34604,2478985144,2,12
34605,2478990042,1,23
34606,2478996798,3,3
34607,2479083840,1,7
34608,2479092597,1,7
34609,2479098919,1,14
34610,2479099939,4,169
34611,2479178393,2,12
34612,2479185350,1,3
34613,2479271178,1,7
34614,2479284017,1,21
34615,2479387842,4,7
34616,2479401495,1,17
34617,2479420207,1,3
34618,2479427523,1,9
34619,2479448182,1,1
34620,2479462350,1,1
34621,2479480413,5,14
34622,2479526954,1,41
34623,2479529389,1,233
34624,2479543820,6,11
34625,2479609018,3,10
34626,2479624317,1,3
34627,2479676178,1,1
34628,2479703635,5,5
34629,2479747675,1,1
34630,2479751573,1,914
34631,2479875690,1,1
34632,2479883750,2,6
34633,2479939765,1,6
34634,2479971298,2,30
34635,2479982727,1,29
34636,2479995540,1,2
34637,2480073004,1,5
34638,2480089230,1,8
34639,2480124680,2,5
34640,2480125098,1,11
34641,2480134347,1,15
34642,2480154161,1,1
34643,2480155283,5,6
34644,2480186180,1,2
34645,2480204961,1,11
34646,2480241949,1,1
34647,2480246640,1,6
34648,2480258822,1,3
34649,2480259442,1,1
34650,2480261407,1,2
34651,2480265444,1,21
34652,2480274209,2,2
34653,2480322135,1,1
34654,2480326542,1,232
34655,2480375282,1,1
34656,2480426410,1,1
34657,2480429931,1,1
34658,2480477544,1,1
34659,2480479122,1,1
34660,2480502839,1,8
34661,2480505683,1,12
34662,2480507036,1,4
34663,2480520160,1,10
34664,2480522244,1,15
34665,2480529670,1,31
34666,2480574720,4,10
34667,2480585233,2,3
34668,2480611220,6,21
34669,2480632554,8,35
34670,2480652307,4,13
34671,2480698404,4,11
34672,2480701379,1,8
34673,2480776427,2,9
34674,2480782959,2,15
34675,2480791878,6,84
34676,2480833549,4,4
34677,2480837388,2,7
34678,2480889627,1,5
34679,2480893182,1,1
34680,2480907788,1,2
34681,2480917971,1,4
34682,2481028459,1,9
34683,2481048690,1,22
34684,2481049707,1,13
34685,2481064815,1,10
34686,2481067807,2,7
34687,2481086926,2,3
34688,2481154434,1,3
34689,2481163539,1,23
34690,2481168292,1,1
34691,2481171305,1,6
34692,2481192633,1,2
34693,2481222848,1,17
34694,2481247106,1,22
34695,2481284447,2,15
34696,2481303191,1,1
34697,2481354357,1,1
34698,2481369907,1,4
34699,2481379665,1,5
34700,2481531415,1,1
34701,2481567310,2,5
34702,2481569253,1,2
34703,2481578269,2,29
34704,2481587163,1,1
34705,2481588652,1,5
34706,2481605392,1,1
34707,2481619292,2,7
34708,2481620956,4,12
34709,2481632035,1,1
34710,2481651952,1,109
34711,2481657222,1,4
34712,2481692237,1,6
34713,2481705356,1,1
34714,2481721893,1,1
34715,2481744022,1,33
34716,2481761402,2,2
34717,2481824260,1,6
34718,2481848562,1,3
34719,2481871649,1,4
34720,2481891572,2,8
34721,2481989202,1,48
34722,2481998579,3,7
34723,2481998829,1,4
34724,2482025820,2,3
34725,2482067266,1,1
34726,2482094779,1,4
34727,2482099074,2,37
34728,2482099975,1,1
34729,2482102360,1,1
34730,2482117154,1,22
34731,2482139927,1,1
34732,2482150365,2,4
34733,2482189412,1,5
34734,2482227283,1,16
34735,2482263859,1,6
34736,2482299019,1,5
34737,2482352745,1,1
34738,2482498444,1,1
34739,2482500164,4,237
34740,2482529118,1,12
34741,2482536718,1,1
34742,2482555008,1,24
34743,2482558687,1,666
34744,2482587080,1,2
34745,2482625955,1,7
34746,2482644328,1,10
34747,2482653614,1,56
34748,2482653844,1,38
34749,2482715602,7,46
34750,2482726214,1,6
34751,2482745508,1,8
34752,2482871829,3,13
34753,2482901805,1,4
34754,2482903044,8,38
34755,2482908284,1,1
34756,2482914414,1,3
34757,2482933176,1,22
34758,2482963812,1,9
34759,2482977338,1,6
34760,2482981395,1,1
34761,2482989022,1,1
34762,2483002521,1,3
34763,2483007275,1,3
34764,2483014396,1,1
34765,2483061666,1,1
34766,2483074914,2,68
34767,2483094709,2,10
34768,2483100747,1,1
34769,2483104957,2,46
34770,2483118796,1,5
34771,2483154518,2,16
34772,2483174281,3,23
34773,2483193735,2,11
34774,2483205586,1,12
34775,2483229052,1,3
34776,2483231160,1,1
34777,2483265514,4,15
34778,2483277966,1,11
34779,2483304908,1,1
34780,2483305446,2,8
34781,2483311488,1,31
34782,2483317871,1,1
34783,2483351606,3,8
34784,2483358142,1,2
34785,2483363456,2,2
34786,2483388131,3,8
34787,2483474139,1,2
34788,2483486434,2,6
34789,2483502003,1,1
34790,2483506994,1,5
34791,2483608388,1,44
34792,2483648420,2,1
34793,2483696367,2,4
34794,2483707452,2,4
34795,2483718345,1,1
34796,2483734555,1,5
34797,2483740638,1,1
34798,2483744742,1,1
34799,2483759223,5,110
34800,2483768039,1,2
34801,2483772102,1,57
34802,2483782068,2,556
34803,2483816572,3,7
34804,2483824839,1,34
34805,2483859128,2,3
34806,2483874974,1,6
34807,2483903976,0,2
34808,2483905388,1,1
34809,2483920878,1,1
34810,2483959196,1,1
34811,2484009152,1,1
34812,2484010469,5,8
34813,2484029268,5,108
34814,2484058847,1,1
34815,2484074858,1,5
34816,2484082015,1,1
34817,2484103292,1,6
34818,2484103994,1,1
34819,2484104425,1,31
34820,2484112749,1,21
34821,2484193486,1,3
34822,2484208959,1,1
34823,2484217846,1,3
34824,2484228524,1,1
34825,2484301886,1,1
34826,2484364165,1,3
34827,2484380874,1,49
34828,2484399895,1,4
34829,2484405845,1,2
34830,2484405977,0,1
34831,2484446807,1,2
34832,2484451660,1,1
34833,2484454543,3,170
34834,2484469616,4,58
34835,2484511251,2,77
34836,2484545479,1,6
34837,2484546202,1,3
34838,2484548799,1,3
34839,2484619393,12,111
34840,2484623106,2,79
34841,2484662075,4,20
34842,2484683244,1,2
34843,2484690009,2,66
34844,2484750939,5,76
34845,2484758145,1,209
34846,2484761620,2,8
34847,2484784300,1,6
34848,2484794985,1,4
34849,2484821979,11,79
34850,2484925823,4,111
34851,2484943876,4,7
34852,2484989992,4,15
34853,2485042612,2,15
34854,2485052515,1,1
34855,2485078132,21,108
34856,2485136286,1,1
34857,2485178214,1,72
34858,2485202657,1,1
34859,2485229930,1,2
34860,2485263595,2,5
34861,2485322213,1,31
34862,2485357619,1,7
34863,2485358713,1,31
34864,2170963066,4,27
34865,2170969504,12,174
34866,2170974537,3,34
34867,2170978862,6,39
34868,2170999617,2,26
34869,2170999642,5,13
34870,2171003757,28,160
34871,2171003839,1,188
34872,2171010595,1,17
34873,2171010798,1,74
34874,2171011404,3,7
34875,2171011462,12,129
34876,2171012953,4,26
34877,2171014949,3,9
34878,2171021922,13,109
34879,2171028857,3,82
34880,2171035091,1,8
34881,2171035727,2,16
34882,2171036777,34,952
34883,2171037176,1,20
34884,2171045256,3,189
34885,2171047699,3,404
34886,2171062714,10,55
34887,2171064486,4,44
34888,2171064779,1,4
34889,2171068886,1,4
34890,2171069265,1,6
34891,2171069524,1,8
34892,2171072783,1,31
34893,2171073292,4,95
34894,2171076764,3,14
34895,2171082426,1,32
34896,2171087181,7,54
34897,2171088515,1,3
34898,2171094723,6,162
34899,2171097512,3,77
34900,2171098948,3,43
34901,2171106771,1,44
34902,2171116197,1,7
34903,2171123448,12,21
34904,2171129567,1,287
34905,2171134322,3,20
34906,2171136085,3,21
34907,2171142421,1,26
34908,2171146233,4,103
34909,2171151462,29,103
34910,2171156058,5,243
34911,2171156164,24,456
34912,2171179988,1,13
34913,2171183512,3,66
34914,2171185895,8,61
34915,2171189820,1,45
34916,2171191772,1,10
34917,2171191827,2,11
34918,2171194783,2,13
34919,2171197229,2,99
34920,2171197817,6,65
34921,2171198665,3,138
34922,2171202298,1,393
34923,2171210621,1,148
34924,2171218489,1,7
34925,2171227925,7,48
34926,2171231935,6,9
34927,2171234738,48,199
34928,2171236167,2,52
34929,2171239149,1,48
34930,2171239966,2,54
34931,2171243313,2,23
34932,2171247982,8,45
34933,2171257868,3,66
34934,2171258051,8,30
34935,2171258268,1,68
34936,2171266881,14,171
34937,2171267209,1,96
34938,2171270365,1,5
34939,2171272350,2,2
34940,2171284481,5,11
34941,2171287728,8,18
34942,2171289332,2,5
34943,2171292900,3,7
34944,2171295615,1,27
34945,2171296952,2,6
34946,2171298838,7,242
34947,2171310586,46,1009
34948,2171316499,1,3
34949,2171321104,1,3
34950,2171321505,1,41
34951,2171323491,9,53
34952,2171324138,1,59
34953,2171329927,8,129
34954,2171332843,3,5
34955,2171336835,1,11
34956,2171337099,1,128
34957,2171338068,27,84
34958,2171339172,1,15
34959,2171342766,3,22
34960,2171342821,2,30
34961,2171343426,14,394
34962,2171349491,7,134
34963,2171350264,2,5
34964,2171352995,1,6
34965,2171354056,2,4
34966,2171354718,122,496
34967,2171358844,3,52
34968,2171362698,1,7
34969,2171367185,28,66
34970,2171367378,2,80
34971,2171376102,1,3
34972,2171381213,3,15
34973,2171394160,5,145
34974,2171395798,2,6
34975,2171408036,8,120
34976,2171408156,4,35
34977,2171412814,17,402
34978,2171417133,8,75
34979,2171419564,4,55
34980,2171423658,1,6
34981,2171430243,3,21
34982,2171437368,1,108
34983,2171461143,1,105
34984,2171468252,1,11
34985,2171469904,3,30
34986,2171475678,6,11
34987,2171478665,5,14
34988,2171482800,3,75
34989,2171483380,1,135
34990,2171485312,5,30
34991,2171486382,1,8
34992,2171490998,15,177
34993,2171492195,4,96
34994,2171494932,3,12
34995,2171506303,16,28
34996,2171508303,2,153
34997,2171514544,9,22
34998,2171520939,3,60
34999,2171522732,1,3
35000,2171527329,5,71
35001,2171530466,2,21
35002,2171533366,1,4
35003,2171538264,2,86
35004,2171539438,26,98
35005,2171556376,1,20
35006,2171558249,2,10
35007,2171563494,6,11
35008,2171567955,1,63
35009,2171570281,6,384
35010,2171573155,2,45
35011,2171580413,4,27
35012,2171582433,1,7
35013,2171583277,2,21
35014,2171585635,23,60
35015,2171587459,1,88
35016,2171594137,1,14
35017,2171594231,10,16
35018,2171600962,1,318
35019,2171603678,1,171
35020,2171607840,3,161
35021,2171612916,3,13
35022,2171619013,2,6
35023,2171627464,3,13
35024,2171645974,1,3
35025,2171646378,1,15
35026,2171655397,9,112
35027,2171658156,11,137
35028,2171660046,2,6
35029,2171673998,2,49
35030,2171686691,61,117
35031,2171687631,16,32
35032,2171689288,9,40
35033,2171692481,1,16
35034,2171693723,2,105
35035,2171695547,2,23
35036,2171698942,1,177
35037,2171702521,7,57
35038,2171705296,1,54
35039,2171707840,3,62
35040,2171710847,4,45
35041,2171711617,2,19
35042,2171713006,11,115
35043,2171714530,1,3
35044,2171725235,6,195
35045,2171727038,5,30
35046,2171731261,2,183
35047,2171737383,8,107
35048,2171740923,2,25
35049,2171754942,11,172
35050,2171757914,3,13
35051,2171764557,2,35
35052,2171780146,13,175
35053,2171793938,9,153
35054,2171796351,1,7
35055,2171800532,29,44
35056,2171804313,14,203
35057,2171810401,2,140
35058,2171810924,1,49
35059,2171811815,1,88
35060,2171817192,5,99
35061,2171822236,3,44
35062,2171827134,1,8
35063,2171827615,5,31
35064,2171830433,1,119
35065,2171831366,5,23
35066,2171833898,1,53
35067,2171835055,1,6
35068,2171836557,2,11
35069,2171844924,1,3
35070,2171847894,1,51
35071,2171848928,2,29
35072,2171851017,1,23
35073,2171851496,38,187
35074,2171854186,2,81
35075,2171856547,11,79
35076,2171860369,2,68
35077,2171861656,6,179
35078,2171871263,1,4
35079,2171875798,3,41
35080,2171877432,1,138
35081,2171880360,3,91
35082,2171883114,4,45
35083,2171887175,2,17
35084,2171889250,4,179
35085,2171893788,1,49
35086,2171899103,9,37
35087,2171903504,2,6
35088,2171908137,1,63
35089,2171912914,3,10
35090,2171918041,2,109
35091,2171920835,1,2
35092,2171921522,5,42
35093,2171930786,4,53
35094,2171933115,4,10
35095,2171934779,4,288
35096,2171936949,3,421
35097,2171944320,1,76
35098,2171944413,1,7
35099,2171944827,1,100
35100,2171947903,4,19
35101,2171950779,1,2
35102,2171953192,1,83
35103,2171958155,1,4
35104,2171962449,1,15
35105,2171972029,9,42
35106,2171978111,5,80
35107,2171978427,5,13
35108,2171980649,3,69
35109,2171981327,1,122
35110,2171981765,1,8
35111,2171984975,1,14
35112,2171995042,12,40
35113,2171996713,1,31
35114,2172001650,2,5
35115,2172008397,1,52
35116,2172011742,5,141
35117,2172016146,1,69
35118,2172020592,1,26
35119,2172021086,1,189
35120,2172042952,4,19
35121,2172047718,1,128
35122,2172053321,13,44
35123,2172060977,1,2
35124,2172061358,1,3
35125,2172061961,2,5
35126,2172070591,2,75
35127,2172071796,3,4
35128,2172086981,1,30
35129,2172093028,2,116
35130,2172094290,5,218
35131,2172102164,9,50
35132,2172106316,7,124
35133,2172106676,1,31
35134,2172109195,2,287
35135,2172114745,1,55
35136,2172119545,3,6
35137,2172121523,3,16
35138,2172123848,2,67
35139,2172130004,1,68
35140,2172138631,1,90
35141,2172146907,2,149
35142,2172149297,1,7
35143,2172158293,1,1
35144,2172161851,1,15
35145,2172164363,1,81
35146,2172170145,2,14
35147,2172170308,2,54
35148,2172175055,4,32
35149,2172177817,1,8
35150,2172179076,3,136
35151,2172181550,7,23
35152,2172183393,4,119
35153,2172201243,6,19
35154,2172205691,1,3
35155,2172214361,2,3
35156,2172222332,1,80
35157,2172233494,6,70
35158,2172233713,3,5
35159,2172233844,1,151
35160,2172239282,1,43
35161,2172242430,2,32
35162,2172243122,1,22
35163,2172250218,1,1
35164,2172250303,1,170
35165,2172259534,3,235
35166,2172264523,3,56
35167,2172264735,1,218
35168,2172265540,2,11
35169,2172267368,2,5
35170,2172272679,4,100
35171,2172276383,3,11
35172,217227849,1,84
35173,2172284259,1,15
35174,2172288462,18,107
35175,2172290114,3,274
35176,2172291164,2,174
35177,2172297376,1,81
35178,2172299488,1,8
35179,2172323081,1,2
35180,2172323580,5,9
35181,2172356966,2,201
35182,2172359306,3,50
35183,2172368290,1,98
35184,2172371330,2,4
35185,2172393352,1,121
35186,2172397963,38,157
35187,2172411190,3,28
35188,2172433200,1,1
35189,2172436156,8,84
35190,2172443882,1,85
35191,2172446449,28,261
35192,2172450109,3,17
35193,2172459540,1,21
35194,217248495,1,209
35195,2172491152,1,67
35196,2172503793,2,54
35197,2172511478,1,90
35198,2172534429,1,4
35199,217253993,2,67
35200,217254169,4,107
35201,2172555964,15,328
35202,2172559904,4,52
35203,2172562333,1,10
35204,2172624957,11,222
35205,2172636117,3,23
35206,2172667047,2,7
35207,2172696825,1,5
35208,2172716185,1,13
35209,2172723547,20,265
35210,2172728095,1,74
35211,2172763499,8,122
35212,2172769799,1,40
35213,2172806755,1,100
35214,2172809983,1,10
35215,2172828790,1,213
35216,2172834263,2,611
35217,2172857009,1,189
35218,2172897491,4,10
35219,2172925248,1,2
35220,2172933544,5,11
35221,2172933776,8,89
35222,2172960789,3,1
35223,2173015345,1,127
35224,2173031678,11,45
35225,2173042317,2,7
35226,2173083955,1,71
35227,2173108567,3,69
35228,2173121741,8,18
35229,2173139624,1,58
35230,2173144816,4,65
35231,2173162721,7,13
35232,2173169920,2,15
35233,2173186821,1,5
35234,2173212142,3,11
35235,2173222651,1,107
35236,2173231198,2,129
35237,2173242607,1,48
35238,2173269225,2,61
35239,2173270043,1,31
35240,2173289196,1,45
35241,2173309013,21,293
35242,2173352375,1,1
35243,2173409097,1,13
35244,2173411276,1,7
35245,2173418185,1,63
35246,2173455210,3,62
35247,2173512771,1,2
35248,2173529115,1,77
35249,217362401,6,18
35250,2173631962,3,36
35251,2173633127,4,28
35252,2173646266,34,571
35253,2173667763,1,70
35254,2173667794,2,44
35255,2173674821,2,36
35256,2173731175,3,150
35257,2173757490,1,2
35258,2173773926,1,9
35259,2173828677,2,177
35260,2173842732,2,15
35261,2173891427,1,9
35262,2173919968,10,28
35263,217392467,13,62
35264,2173934938,2,10
35265,217393512,1,30
35266,2173946268,2,51
35267,2173992321,1,84
35268,2174003361,4,78
35269,2174028694,11,104
35270,2174128770,2,5
35271,2174133731,1,15
35272,2174139395,2,24
35273,2174167509,1,60
35274,2174170328,1,46
35275,2174190489,2,88
35276,2174199062,8,108
35277,2174211383,2,6
35278,2174214610,2,19
35279,2174223982,5,61
35280,2174226821,1,14
35281,2174228000,15,72
35282,2174244324,14,175
35283,2174252239,7,18
35284,2174259546,1,100
35285,2174265075,1,34
35286,2174271093,2,41
35287,2174294383,1,3
35288,2174296562,3,7
35289,2174306409,8,46
35290,2174333669,1,263
35291,2174337810,4,25
35292,2174342055,6,82
35293,2174350181,1,18
35294,2174363439,5,9
35295,2174365505,2,351
35296,2174370829,4,109
35297,2174393198,2,6
35298,2174406895,1,10
35299,2174430426,2,163
35300,217445823,2,178
35301,2174472714,2,9
35302,2174481259,15,171
35303,2174485742,32,343
35304,2174542735,1,12
35305,2174613370,16,38
35306,2174628954,1,27
35307,2174634812,2,29
35308,2174636882,7,26
35309,2174640697,3,4
35310,2174659416,1,3
35311,2174663728,1,6
35312,2174692281,1,13
35313,2174694942,3,67
35314,2174703685,1,22
35315,2174706272,1,37
35316,2174731169,1,25
35317,2174754084,1,10
35318,2174786563,2,50
35319,2174804332,9,146
35320,2174804609,1,50
35321,2174852975,1,22
35322,2174874735,2,9
35323,2174886271,1,67
35324,2174985400,159,434
35325,2175015405,6,30
35326,2175032564,3,53
35327,2175047829,2,19
35328,2175084706,2,172
35329,2175142044,2,193
35330,2175146587,10,61
35331,2175160039,3,6
35332,2175232850,15,116
35333,2175261384,1,9
35334,2175451560,2,301
35335,2175502974,1,17
35336,217550958,7,93
35337,2175518357,27,462
35338,2175552307,5,144
35339,2175559996,10,69
35340,2175597153,2,52
35341,2175714434,7,79
35342,2175821055,7,265
35343,2175835430,15,46
35344,2175887280,1,32
35345,2175909162,2,10
35346,2175936918,20,138
35347,2175957207,3,40
35348,2175966764,1,13
35349,2175976021,2,20
35350,2176033490,1,1
35351,2176035665,1,30
35352,2176038251,3,27
35353,2176075802,1,12
35354,2176078197,1,6
35355,2176095859,1,14
35356,2176206380,4,389
35357,2176235229,1,26
35358,2176243375,4,371
35359,2176314743,2,53
35360,2176357113,1,272
35361,2176367178,1,81
35362,2176440737,1,18
35363,2176447989,4,22
35364,2176490335,2,12
35365,2176518852,1,79
35366,2176533867,1,132
35367,217654417,1,11
35368,2176550115,1,11
35369,2176582247,1,36
35370,2176584952,5,7
35371,2176652147,33,207
35372,2176674891,2,260
35373,2176687883,2,29
35374,2176720506,9,628
35375,2176741927,1,66
35376,2176832690,1,23
35377,2176857515,3,11
35378,2176884481,2,118
35379,2176917892,2,78
35380,2176921716,2,19
35381,2176935212,1,1
35382,2176969082,1,27
35383,2176970187,1,22
35384,2176990382,1,49
35385,2177010164,1,7
35386,2177015127,2,5
35387,217701990,3,140
35388,2177043297,11,306
35389,2177063835,2,42
35390,2177064513,4,134
35391,2177078978,3,11
35392,2177087976,1,4
35393,2177109793,1,2
35394,2177117422,2,44
35395,2177118573,1,28
35396,2177122352,2,13
35397,217719397,2,30
35398,2177267854,1,97
35399,2177275542,19,59
35400,2177285464,42,201
35401,2177300771,1,13
35402,2177318453,1,5
35403,2177343415,4,39
35404,2177390562,2,5
35405,2177392936,14,58
35406,2177495607,1,11
35407,2177516595,1,59
35408,2177549942,2,76
35409,2177616917,5,23
35410,2177630964,1,20
35411,2177660026,2,237
35412,2177673743,1,13
35413,2177680469,1,16
35414,2177683437,2,490
35415,2177703326,1,62
35416,2177731265,12,84
35417,2177761009,2,39
35418,2177778968,1,149
35419,2177795822,1,31
35420,2177814795,2,123
35421,2177816810,2,5
35422,2177870550,1,31
35423,2177895333,2,17
35424,2177896834,12,104
35425,2177918909,4,173
35426,2177958386,1,86
35427,2177992955,2,19
35428,2178011691,3,98
35429,2178086166,6,63
35430,2178091517,4,16
35431,2178095315,6,203
35432,2178123753,1,185
35433,2178136110,3,35
35434,2178148597,12,110
35435,2178157365,2,96
35436,2178159579,1,7
35437,2178194624,3,124
35438,2178199667,2,14
35439,2178291155,1,14
35440,2178317284,1,4
35441,2178326759,1,1
35442,2178370487,2,38
35443,2178427318,0,50
35444,2178455031,3,35
35445,2178457834,5,71
35446,2178503427,3,649
35447,2178509154,5,12
35448,2178521762,14,289
35449,2178612618,1,22
35450,2178638694,1,13
35451,2178671089,1,67
35452,2178674482,3,19
35453,2178685138,12,153
35454,2178689117,1,173
35455,2178737522,4,34
35456,2178768699,1,160
35457,2178790841,11,66
35458,2178808476,1,4
35459,2178816185,61,123
35460,2178836961,1,217
35461,2178903942,2,202
35462,2178920278,2,12
35463,2178936825,1,17
35464,2178971644,1,6
35465,2179011326,1,67
35466,2179135478,13,56
35467,2179150568,30,85
35468,217919293,23,124
35469,21792251,6,39
35470,2179286311,3,16
35471,2179302999,1,11
35472,2179328496,2,67
35473,2179362462,2,159
35474,2179399391,2,82
35475,2179450834,2,2
35476,2179471526,8,41
35477,2179482408,2,103
35478,2179500502,13,67
35479,2179586776,1,259
35480,2179611568,10,116
35481,2179645214,1,28
35482,2179671996,4,82
35483,2179686629,1,53
35484,2179727527,2,54
35485,2179769924,29,201
35486,2179811488,3,137
35487,217982516,23,238
35488,2179953790,3,13
35489,2180079226,1,19
35490,2180094772,1,3
35491,2180105830,1,1
35492,2180107704,1,90
35493,2180122254,1,5
35494,2180159281,2,316
35495,2180234153,1,156
35496,2180292946,3,35
35497,2180396430,1,13
35498,2180419094,1,2
35499,2180501019,8,99
35500,2180580011,6,195
35501,218058999,2,64
35502,2180662668,3,97
35503,2180663328,2,8
35504,2180678745,2,7
35505,2180681621,1,2
35506,2180706138,10,486
35507,2180751269,1,3
35508,2180756365,1,72
35509,2180766246,13,222
35510,2180836892,4,59
35511,2180969675,1,65
35512,2181087466,24,47
35513,218112875,1,7
35514,2181180278,1,32
35515,2181180626,1,59
35516,2181238266,1,4
35517,2181238288,16,149
35518,2181257859,1,51
35519,2181276703,3,18
35520,2181331778,4,164
35521,2181366365,2,13
35522,2181369984,1,2
35523,2181378063,1,3
35524,2181388588,1,1
35525,2181425040,1,1
35526,2181441054,1,90
35527,2181482925,1,4
35528,2181513983,3,11
35529,2181539808,1,26
35530,2181540284,1,38
35531,2181571274,1,1
35532,2181572156,1,65
35533,2181598884,6,57
35534,2181600562,5,52
35535,2181607761,2,21
35536,2181630193,1,8
35537,2181640641,4,14
35538,2181655765,3,6
35539,2181656328,1,74
35540,218165651,3,127
35541,2181667002,1,164
35542,2181669600,2,39
35543,2181678313,3,19
35544,2181700876,1,1
35545,2181723216,1,15
35546,2181723249,4,15
35547,2181724469,42,109
35548,218175561,40,310
35549,2181786344,1,52
35550,2181853798,1,4
35551,2181857560,14,119
35552,2181895904,3,459
35553,2181903513,2,154
35554,2181919441,1,1
35555,2181961835,2,23
35556,2181993139,1,6
35557,2182013902,1,132
35558,2182042274,8,209
35559,2182069676,4,318
35560,2182080890,57,243
35561,2182086698,1,26
35562,2182108459,1,3
35563,2182114325,2,3
35564,2182118914,2,7
35565,2182137115,1,18
35566,2182153560,1,25
35567,2182165439,4,24
35568,2182178728,2,32
35569,2182178754,2,23
35570,2182181697,1,4
35571,2182197045,1,7
35572,2182206210,2,45
35573,2182216098,5,416
35574,2182243253,7,156
35575,2182288758,1,1
35576,2182340811,7,33
35577,2182360425,1,1
35578,2182387314,7,74
35579,2182405223,1,3
35580,2182410343,7,417
35581,2182433960,2,8
35582,2182451545,1,36
35583,2182453815,1,49
35584,2182458935,3,19
35585,2182474445,1,1
35586,2182494154,4,51
35587,2182510630,1,8
35588,2182543156,3,66
35589,2182548852,2,9
35590,2182609664,2,9
35591,2182615473,2,56
35592,2182667553,19,341
35593,2182674031,2,69
35594,2182677332,3,67
35595,2182709555,30,389
35596,2182743784,1,3
35597,2182791312,2,27
35598,2182797932,1,67
35599,2182828837,3,149
35600,218283174,1,230
35601,2182834877,1,4
35602,2182848545,5,21
35603,2182865684,1,147
35604,2182886034,41,88
35605,2182916144,1,15
35606,2182928395,5,255
35607,2182931657,6,54
35608,2182953115,11,102
35609,2182961668,5,13
35610,2182998134,3,204
35611,2183004852,2,3
35612,2183038711,10,236
35613,2183207349,5,11
35614,2183211254,2,10
35615,2183222980,1,3
35616,2183225134,1,121
35617,2183241032,4,12
35618,2183294429,3,77
35619,2183321192,3,41
35620,2183420642,3,28
35621,2183421516,1,28
35622,2183429848,1,1
35623,2183472038,1,9
35624,2183491800,5,147
35625,2183505635,5,34
35626,2183521611,10,113
35627,2183525310,1,1
35628,2183529176,7,35
35629,2183546135,1,26
35630,218354731,15,122
35631,2183554378,1,22
35632,218355438,2,27
35633,2183582329,8,18
35634,2183592545,1,1
35635,2183634605,21,276
35636,2183667863,2,9
35637,2183700531,9,33
35638,2183706344,3,15
35639,2183737734,2,16
35640,2183777489,1,2
35641,2183784135,1,1
35642,2183807529,2,92
35643,2183828998,24,221
35644,2183949295,29,138
35645,2183949470,2,17
35646,2184031652,1,8
35647,2184105685,1,1
35648,2184123460,1,33
35649,218413141,16,115
35650,2184201356,1,1
35651,2184211909,1,23
35652,2184223055,1,4
35653,2184240094,1,1
35654,2184256396,1,66
35655,2184313069,1,14
35656,2184316515,1,42
35657,2184342844,3,89
35658,2184356891,1,19
35659,2184381038,1,100
35660,2184382077,1,4
35661,2184411476,1,13
35662,2184443428,10,38
35663,2184455470,1,15
35664,2184498985,3,219
35665,2184569882,1,9
35666,2184588153,7,20
35667,2184590390,6,161
35668,2184604713,1,2
35669,2184611092,2,15
35670,2184630480,11,94
35671,2184633580,3,13
35672,2184658939,1,9
35673,2184667712,1,7
35674,2184733180,1,6
35675,2184751819,1,12
35676,2184766542,2,84
35677,2184817733,1,1
35678,2184827164,1,351
35679,2184833410,0,41
35680,2184855622,8,146
35681,2184913469,1,92
35682,2184927977,1,85
35683,2184928795,12,72
35684,2184929653,4,57
35685,2184972475,1,51
35686,2184982114,2,19
35687,2185013662,2,114
35688,2185062712,1,2
35689,2185101206,1,48
35690,2185110560,1,56
35691,2185114278,2,26
35692,2185177839,1,1
35693,2185197020,25,121
35694,2185225989,1,1
35695,2185243493,1,1
35696,2185244093,8,78
35697,2185301868,1,1
35698,2185363493,13,58
35699,218536919,11,23
35700,218538652,14,91
35701,2185408536,6,180
35702,2185414893,1,104
35703,2185481931,14,562
35704,2185492928,1,5
35705,2185561068,14,303
35706,2185567839,8,182
35707,2185620842,1,51
35708,2185633169,1,1
35709,2185635839,4,77
35710,218566632,1,8
35711,2185669836,6,75
35712,2185731623,7,16
35713,2185745563,1,15
35714,2185747634,1,9
35715,218577340,4,20
35716,2185794211,2,6
35717,21858160,23,113
35718,2185848799,3,177
35719,2185889079,2,87
35720,2185895735,4,238
35721,2185936655,2,17
35722,2185937162,2,14
35723,218602533,1,12
35724,2186045635,7,46
35725,2186061265,7,13
35726,2186061556,1,1
35727,2186151202,4,13
35728,2186162582,1,28
35729,2186177736,2,14
35730,2186204678,1,3
35731,2186238986,18,207
35732,2186268518,1,50
35733,2186272345,1,66
35734,218627799,2,81
35735,2186323798,1,7
35736,2186384567,2,34
35737,2186403140,1,2
35738,2186464956,1,1
35739,2186555189,1,1
35740,2186565605,1,2
35741,2186643021,1,30
35742,2186690080,1,5
35743,2186720768,3,18
35744,2186721938,8,26
35745,2186770388,1,13
35746,2186770785,1,11
35747,2186778668,1,1
35748,2186778980,1,78
35749,2186793413,2,4
35750,2186801139,1,62
35751,2186831745,19,132
35752,2186848351,4,38
35753,2186853079,1,6
35754,2186872854,1,7
35755,2186921547,2,5
35756,2186976575,1,3
35757,2186984297,12,230
35758,2186999559,2,33
