,author,papers,declared
13905,2090365413,1,18
13906,2090412051,11,153
13907,2090425178,3,6
13908,2090433781,2,81
13909,2090440173,4,50
13910,2090441920,19,131
13911,2090453470,3,27
13912,2090457761,2,18
13913,2090457899,1,65
13914,2090472531,41,267
13915,2090483681,34,173
13916,2090499151,1,6
13917,2090505153,1,223
13918,2090511671,2,6
13919,2090519299,6,19
13920,2090549123,1,92
13921,2090562802,1,18
13922,2090569453,6,383
13923,2090570319,1,20
13924,2090570924,1,4
13925,2090576353,3,39
13926,2090603546,1,1
13927,2090604848,7,54
13928,2090620020,1,4
13929,2090625939,2,99
13930,2090714012,1,5
13931,2090715326,1,12
13932,2090726055,2,26
13933,2090760280,1,12
13934,2090761694,1,653
13935,2090762157,4,21
13936,2090764765,9,169
13937,2090782985,1,168
13938,2090787606,4,12
13939,2090793704,1,11
13940,2090808491,1,23
13941,2090809909,3,64
13942,2090818239,7,26
13943,2090821400,2,46
13944,2090845954,38,141
13945,2090861664,1,8
13946,2090888259,1,52
13947,2090888550,1,518
13948,2090892242,2,29
13949,2090902233,1,23
13950,2090903631,3,3
13951,2090912149,9,62
13952,2090919008,1,6
13953,2090935536,4,18
13954,2090938053,2,19
13955,2090955402,6,128
13956,2090963083,13,19
13957,2090985251,9,46
13958,2090994874,1,4
13959,2091054652,4,89
13960,2091056608,2,7
13961,2091068700,1,16
13962,2091073345,1,7
13963,2091100629,4,8
13964,2091132259,4,18
13965,2091132454,5,35
13966,2091164281,4,216
13967,2091206018,2,91
13968,2091213123,4,47
13969,2091223388,6,24
13970,2091266144,23,41
13971,2091325330,1,7
13972,2091371380,1,9
13973,2091372303,1,6
13974,209138651,14,202
13975,2091393910,1,5
13976,2091395153,13,82
13977,2091405285,1,12
13978,2091406645,1,8
13979,2091420890,1,9
13980,2091431758,7,15
13981,2091465567,2,4
13982,2091467898,1,94
13983,2091502810,10,188
13984,2091503466,1,8
13985,2091504029,1,74
13986,2091516510,1,6
13987,2091536459,4,183
13988,209153739,9,398
13989,2091572218,5,55
13990,2091583420,1,17
13991,2091612765,3,31
13992,2091637845,8,223
13993,2091643192,3,67
13994,2091655785,5,17
13995,2091686994,1,9
13996,2091692851,3,20
13997,2091697727,17,568
13998,2091733215,3,12
13999,2091783134,3,52
14000,2091811483,3,93
14001,2091815359,1,29
14002,2091846750,1,13
14003,2091880698,2,25
14004,2091883371,27,179
14005,2091894999,26,172
14006,2091908651,1,26
14007,2091916001,1,52
14008,2091923736,2,33
14009,209192686,6,181
14010,209192913,1,60
14011,2091934636,20,67
14012,2091938406,2,4
14013,2091938465,1,75
14014,2091944116,10,206
14015,2091974677,4,14
14016,2091977770,1,5
14017,2091981773,31,544
14018,2091996275,1,16
14019,2092006043,3,51
14020,2092008710,2,30
14021,2092011127,7,144
14022,2092018079,2,45
14023,2092023269,22,186
14024,2092053893,4,136
14025,2092080794,2,47
14026,209210242,8,13
14027,2092111059,1,9
14028,2092117757,1,17
14029,2092121144,1,201
14030,2092141229,1,128
14031,2092173112,2,322
14032,2092200936,5,15
14033,2092208358,2,3
14034,2092214526,2,142
14035,2092218320,1,28
14036,2092227063,0,136
14037,2092256091,3,97
14038,2092259476,1,2
14039,2092283688,17,190
14040,2092292391,1,7
14041,2092311610,2,16
14042,2092323475,8,19
14043,2092324869,1,17
14044,2092331954,4,37
14045,2092361308,1,17
14046,2092378952,5,21
14047,2092380135,22,264
14048,2092396846,4,20
14049,2092409437,4,55
14050,2092425175,2,60
14051,2092443715,1,3
14052,2092463724,2,6
14053,2092477727,4,62
14054,2092483785,8,90
14055,2092487894,1,21
14056,2092489667,14,23
14057,2092520172,2,153
14058,2092546697,1,74
14059,2092550336,15,161
14060,2092577353,15,611
14061,2092619020,1,355
14062,2092634764,1,43
14063,2092637119,1,4
14064,2092639762,6,20
14065,2092667548,3,8
14066,2092672596,49,175
14067,2092691897,1,18
14068,2092696238,4,77
14069,2092720519,12,60
14070,2092723617,5,26
14071,2092733050,1,30
14072,2092739760,1,5
14073,2092807901,6,130
14074,2092823768,1,35
14075,2092877580,3,20
14076,2092878614,5,56
14077,2092886432,1,39
14078,2092892915,1,1
14079,2092908241,8,28
14080,2092911805,1,64
14081,2092923487,3,177
14082,2092925238,3,163
14083,2092938944,4,20
14084,2092976765,12,29
14085,2093020512,1,41
14086,2093034454,1,104
14087,2093061495,2,47
14088,2093085866,1,15
14089,2093120776,1,10
14090,2093130377,2,70
14091,2093147932,2,22
14092,2093152971,2,10
14093,2093171493,1,8
14094,2093180781,1,248
14095,2093221418,1,17
14096,2093224808,1,260
14097,2093260823,1,10
14098,2093264177,10,188
14099,2093264594,21,180
14100,209329885,4,8
14101,2093344641,1,46
14102,2093366779,1,29
14103,2093379894,6,186
14104,2093386766,2,25
14105,2093402429,1,18
14106,2093417782,7,149
14107,2093421795,1,14
14108,2093428880,3,421
14109,2093448050,6,146
14110,2093478250,3,166
14111,2093490409,1,411
14112,2093500981,15,369
14113,2093526839,5,106
14114,2093530355,1,15
14115,2093531752,15,80
14116,2093541325,1,6
14117,2093543766,1,35
14118,2093550339,2,9
14119,2093556321,9,27
14120,2093587599,3,9
14121,2093601852,1,12
14122,2093607815,3,20
14123,2093625865,2,32
14124,2093635209,3,50
14125,2093636134,3,53
14126,2093652866,3,91
14127,2093652906,1,3
14128,2093674078,3,24
14129,2093678233,1,8
14130,2093683311,5,85
14131,2093693836,8,33
14132,2093707560,1,10
14133,2093727980,2,33
14134,2093733119,9,45
14135,2093756506,3,23
14136,2093759570,5,351
14137,2093761500,1,44
14138,2093802617,7,14
14139,2093806661,3,31
14140,2093809859,3,21
14141,2093816795,1,24
14142,2093840182,1,28
14143,2093843815,1,37
14144,2093871240,1,2
14145,2093895374,13,153
14146,2093908315,2,50
14147,2093919098,1,4
14148,2093925372,1,95
14149,2093944626,2,13
14150,2093953614,13,17
14151,2093956561,6,23
14152,2093957261,1,6
14153,2093958406,5,83
14154,2093959311,8,73
14155,2094020829,16,290
14156,2094028748,4,4
14157,2094035473,6,36
14158,2094038664,1,93
14159,2094038694,12,272
14160,2094040841,1,67
14161,2094074729,1,2
14162,2094086751,3,73
14163,2094095388,1,23
14164,2094163908,1,43
14165,2094172093,1,16
14166,2094180671,1,6
14167,2094185560,2,54
14168,2094206451,4,28
14169,2094223261,1,62
14170,2094223786,10,50
14171,2094237047,1,19
14172,2094248864,17,199
14173,2094259916,1,8
14174,2094281954,5,5
14175,2094352705,10,231
14176,2094353966,1,41
14177,2094373454,9,29
14178,2094380548,1,46
14179,2094387482,1,141
14180,2094402528,1,119
14181,2094412634,3,62
14182,209441731,8,153
14183,2094430716,1,6
14184,2094442036,1,76
14185,2094446072,3,387
14186,2094464641,3,14
14187,2094469435,2,6
14188,209448154,17,170
14189,2094514015,9,41
14190,2094520503,8,112
14191,2094527190,3,36
14192,2094543898,4,8
14193,2094563821,2,171
14194,2094576850,1,2
14195,2094625634,4,97
14196,2094669003,2,6
14197,2094690860,1,3
14198,2094707210,22,157
14199,2094712751,3,45
14200,2094728070,44,163
14201,2094734848,3,367
14202,2094735057,1,8
14203,2094778777,16,93
14204,2094783794,2,25
14205,2094783861,2,45
14206,2094788915,1,9
14207,2094797668,3,79
14208,2094798139,7,80
14209,2094804976,1,162
14210,2094809659,18,187
14211,2094813346,1,120
14212,2094834365,30,56
14213,2094838874,1,612
14214,2094847812,1,19
14215,2094858245,4,163
14216,2094871037,1,10
14217,2094873146,1,11
14218,2094933334,8,19
14219,2094960117,4,10
14220,2094980999,2,2
14221,2094986517,1,3
14222,2094990544,6,148
14223,2095020164,1,37
14224,2095045415,1,40
14225,2095050550,3,547
14226,2095097875,1,10
14227,2095142282,3,81
14228,2095156080,1,20
14229,2095179872,2,79
14230,2095201795,1,54
14231,2095206931,2,5
14232,2095207725,3,22
14233,2095225652,12,52
14234,2095229728,3,75
14235,2095229737,4,13
14236,2095245908,1,104
14237,2095271628,3,29
14238,2095275480,1,90
14239,2095278289,6,3
14240,2095278399,1,5
14241,2095279874,9,254
14242,2095296980,1,13
14243,2095315453,1,8
14244,2095316779,20,58
14245,2095317838,1,58
14246,2095319762,2,9
14247,2095367579,1,53
14248,2095381979,25,397
14249,2095384132,22,161
14250,2095398506,3,25
14251,2095425612,2,25
14252,2095442262,1,5
14253,2095491193,2,25
14254,2095497563,6,83
14255,2095556346,1,20
14256,2095562556,2,70
14257,2095572990,1,2
14258,2095576360,8,56
14259,2095582769,11,47
14260,2095588082,1,11
14261,2095589776,5,32
14262,2095590781,4,18
14263,2095591289,2,92
14264,2095599264,1,10
14265,2095604891,3,11
14266,2095605017,4,46
14267,2095605808,2,209
14268,2095609082,12,217
14269,2095610511,1,36
14270,2095611769,1,17
14271,2095612124,2,170
14272,2095615308,5,18
14273,2095615365,1,6
14274,2095616704,51,160
14275,2095617627,1,1
14276,2095623390,1,5
14277,2095627853,1,50
14278,2095629070,2,10
14279,2095632916,3,42
14280,2095647541,5,233
14281,2095665791,19,67
14282,2095669906,20,107
14283,2095672521,1,134
14284,2095673574,2,6
14285,2095680012,1,8
14286,2095682294,1,36
14287,2095684753,3,40
14288,2095693323,7,557
14289,2095699779,6,44
14290,2095699825,22,72
14291,2095704588,4,10
14292,2095714097,1,2
14293,2095716469,19,114
14294,2095716967,1,3
14295,2095717943,1,7
14296,2095725839,2,22
14297,2095732043,1,6
14298,2095732305,6,22
14299,2095733274,1,2
14300,2095734012,4,77
14301,2095738856,11,176
14302,2095742376,14,19
14303,2095742453,1,106
14304,2095746829,5,13
14305,2095749430,1,103
14306,2095753490,2,216
14307,2095756755,1,38
14308,2095762005,10,28
14309,2095765160,1,6
14310,2095768988,5,16
14311,2095771566,1,90
14312,2095776928,6,138
14313,2095779991,1,19
14314,2095785948,16,53
14315,2095791476,2,69
14316,2095792263,15,317
14317,2095796962,2,364
14318,2095799523,2,159
14319,2095808741,25,67
14320,2095817715,1,272
14321,2095817793,1,68
14322,2095821299,4,127
14323,2095822198,9,14
14324,2095822646,1,10
14325,2095826532,2,6
14326,2095829142,2,73
14327,2095836565,1,48
14328,2095841149,2,21
14329,2095843157,1,26
14330,2095858041,2,37
14331,2095858230,1,6
14332,2095866321,2,31
14333,209586786,1,96
14334,2095868312,2,45
14335,2095872276,3,4
14336,2095875996,2,114
14337,2095881753,1,133
14338,2095885931,2,11
14339,2095894975,4,32
14340,2095896511,4,12
14341,2095903513,1,15
14342,2095906241,2,75
14343,2095912640,2,7
14344,2095922388,1,12
14345,2095936123,10,31
14346,2095941216,3,76
14347,2095942684,12,43
14348,2095943436,4,20
14349,2095948822,3,206
14350,2095950159,1,10
14351,2095953017,4,15
14352,2095956535,1,38
14353,2095964545,2,5
14354,2095965508,3,33
14355,2095969620,3,112
14356,2095970873,1,4
14357,2095971465,2,41
14358,2095979133,1,18
14359,2096003946,6,78
14360,2096004369,2,11
14361,2096006356,2,7
14362,2096016255,8,137
14363,2096022466,1,4
14364,2096028025,4,43
14365,2096029477,7,18
14366,2096029952,1,11
14367,2096035962,5,115
14368,2096049763,1,10
14369,2096065322,1,12
14370,2096069757,2,14
14371,2096072502,1,22
14372,2096077021,2,141
14373,2096084176,1,3
14374,2096088181,7,12
14375,2096095416,55,228
14376,2096100848,1,44
14377,2096106535,1,14
14378,2096116919,2,154
14379,2096118001,1,7
14380,2096123667,1,43
14381,2096125104,5,30
14382,2096130648,0,73
14383,2096132625,1,7
14384,2096153312,2,94
14385,2096153351,1,6
14386,2096160358,3,32
14387,2096166496,1,82
14388,2096170287,12,470
14389,2096170784,2,44
14390,2096170851,3,50
14391,2096173372,3,74
14392,2096179839,2,16
14393,2096180367,2,20
14394,2096183232,4,75
14395,2096195110,1,3
14396,2096201312,1,15
14397,2096207090,20,52
14398,2096214371,1,10
14399,2096217469,8,61
14400,2096218954,2,37
14401,2096219712,6,277
14402,209622167,7,195
14403,2096221691,2,135
14404,2096224852,4,19
14405,2096226137,3,40
14406,2096229648,3,161
14407,2096231261,10,101
14408,2096231967,2,4
14409,2096241788,2,11
14410,2096245607,10,73
14411,2096247277,1,61
14412,2096259762,1,36
14413,2096268463,2,6
14414,2096269973,14,23
14415,2096278358,1,8
14416,2096279376,5,24
14417,2096280916,5,153
14418,2096282120,14,109
14419,2096287061,3,58
14420,2096288620,1,9
14421,2096289157,1,30
14422,2096296204,12,101
14423,2096302716,8,94
14424,2096304044,1,5
14425,2096305163,3,59
14426,2096308176,2,143
14427,2096312326,1,43
14428,2096315252,1,3
14429,2096317011,1,34
14430,2096317316,1,2
14431,2096317939,10,345
14432,2096323526,1,13
14433,2096332009,1,18
14434,2096332099,1,27
14435,2096332374,1,11
14436,2096338958,1,92
14437,2096342292,1,71
14438,2096343230,6,14
14439,2096345263,1,4
14440,2096345549,1,31
14441,2096347569,3,83
14442,2096353507,1,31
14443,2096356804,3,24
14444,2096357044,1,69
14445,2096358990,4,12
14446,2096359692,2,36
14447,2096364092,28,501
14448,2096364237,4,16
14449,2096372037,3,81
14450,2096377446,13,635
14451,2096377898,1,16
14452,2096379322,2,6
14453,2096389942,3,7
14454,2096393514,10,30
14455,2096398445,4,112
14456,2096401753,2,12
14457,2096403359,1,4
14458,2096404149,2,11
14459,2096404504,1,31
14460,2096413958,1,34
14461,2096416739,7,89
14462,2096416854,1,52
14463,2096418959,1,200
14464,2096420853,4,309
14465,2096434242,1,46
14466,2096436920,3,7
14467,2096438337,1,36
14468,2096442516,1,43
14469,2096453846,1,12
14470,2096456559,1,6
14471,2096458102,3,74
14472,2096475803,2,56
14473,2096480645,7,79
14474,2096490164,7,55
14475,2096492989,1,12
14476,2096494747,4,55
14477,2096505190,2,48
14478,2096511390,1,6
14479,209651163,4,61
14480,2096515818,1,11
14481,2096520875,7,15
14482,2096529232,1,32
14483,2096532069,18,29
14484,2096537073,25,81
14485,2096537216,3,10
14486,2096537899,11,17
14487,2096541091,3,40
14488,2096543487,1,18
14489,2096547803,5,76
14490,2096549429,1,21
14491,2096553076,5,50
14492,2096558818,5,90
14493,2096562962,22,107
14494,2096566756,39,184
14495,2096582258,1,13
14496,2096583854,53,277
14497,2096585231,32,102
14498,2096585852,7,27
14499,2096586808,1,6
14500,2096589589,2,217
14501,2096598647,1,102
14502,2096598770,8,17
14503,2096599961,1,4
14504,2096610695,3,43
14505,2096610900,14,25
14506,2096611790,1,10
14507,2096612039,1,44
14508,2096614597,1,90
14509,2096615782,1,16
14510,2096618501,8,120
14511,2096627015,9,114
14512,2096633405,2,20
14513,2096635689,2,47
14514,2096638078,2,283
14515,2096646689,46,408
14516,2096650760,2,12
14517,2096653912,4,35
14518,2096661499,1,255
14519,2096665950,21,240
14520,2096668414,1,391
14521,2096668766,4,257
14522,2096685756,1,5
14523,2096701197,4,401
14524,2096715673,1,92
14525,2096728398,31,624
14526,2096728534,4,8
14527,2096728983,1,4
14528,2096731881,26,159
14529,2096732627,1,4
14530,2096734813,2,20
14531,2096741223,1,7
14532,2096744827,1,17
14533,2096747548,2,44
14534,2096749051,13,105
14535,2096749458,4,55
14536,2096750770,7,274
14537,2096755101,2,10
14538,2096755246,7,115
14539,2096757674,6,92
14540,2096760521,3,21
14541,2096761820,2,18
14542,2096763843,7,17
14543,2096765305,2,16
14544,2096776374,1,27
14545,209677723,5,10
14546,2096778673,11,124
14547,2096784337,1,6
14548,2096786427,13,83
14549,2096788472,1,79
14550,2096800935,1,28
14551,2096806070,1,16
14552,2096807249,6,13
14553,2096808804,6,176
14554,2096811779,1,99
14555,2096814484,5,4
14556,2096822685,2,66
14557,2096829243,6,41
14558,2096833007,5,8
14559,2096834362,2,28
14560,2096845348,3,19
14561,2096851206,10,137
14562,2096852765,6,40
14563,2096853285,1,13
14564,2096856256,1,11
14565,2096859791,56,165
14566,2096863413,1,13
14567,2096869373,16,45
14568,2096877967,4,9
14569,2096882841,1,24
14570,2096884534,9,34
14571,2096884658,4,148
14572,2096885202,5,216
14573,2096886059,1,129
14574,2096887853,25,124
14575,2096888528,1,207
14576,2096889107,1,3
14577,2096891736,68,144
14578,2096897217,3,24
14579,2096898130,4,69
14580,2096898274,12,238
14581,2096901250,6,10
14582,2096905523,1,39
14583,2096905884,5,21
14584,2096910461,31,87
14585,2096912509,7,17
14586,2096912654,10,128
14587,2096918007,1,27
14588,2096923501,6,71
14589,2096923909,3,4
14590,2096927006,2,59
14591,2096933253,2,40
14592,2096939442,3,9
14593,2096941622,13,162
14594,2096944554,15,216
14595,2096950369,1,54
14596,2096951316,2,28
14597,209695283,1,13
14598,2096966525,1,171
14599,2096970702,4,227
14600,2096981947,3,6
14601,2096983615,1,37
14602,2096987888,7,46
14603,2096993637,2,16
14604,2097002816,3,66
14605,2097006956,1,14
14606,2097007702,1,28
14607,2097008818,3,18
14608,2097016312,9,34
14609,2097018285,5,12
14610,2097021400,22,196
14611,2097025694,1,217
14612,2097027257,3,37
14613,2097029226,3,23
14614,2097030689,41,281
14615,2097036118,2,18
14616,2097038584,4,107
14617,2097040137,2,12
14618,2097046306,4,115
14619,2097049275,1,6
14620,209705036,3,32
14621,2097058530,1,21
14622,2097062565,2,6
14623,2097063633,12,21
14624,2097087430,2,81
14625,209709047,1,4
14626,2097102519,7,14
14627,2097112741,3,12
14628,2097116295,1,19
14629,2097118295,8,14
14630,2097122038,2,13
14631,2097130169,5,14
14632,2097134209,7,381
14633,2097157240,1,6
14634,2097160842,1,69
14635,2097171023,3,25
14636,2097175707,11,70
14637,2097180423,2,639
14638,2097181037,2,39
14639,2097181642,3,630
14640,2097182655,3,65
14641,2097185579,1,177
14642,2097219757,5,11
14643,2097222119,3,32
14644,2097226361,7,102
14645,2097228975,2,31
14646,2097232377,5,21
14647,2097234852,4,39
14648,2097255181,4,114
14649,2097264520,5,26
14650,2097265366,10,1117
14651,2097269474,1,268
14652,2097272969,1,6
14653,2097273326,60,118
14654,2097283738,3,98
14655,2097289406,2,64
14656,2097292807,1,39
14657,2097298626,3,152
14658,2097299224,11,115
14659,2097303047,1,5
14660,2097306286,6,30
14661,2097311702,4,18
14662,2097315093,3,169
14663,2097316553,13,695
14664,2097319724,1,1
14665,2097328450,6,175
14666,2097331944,2,287
14667,2097340342,2,98
14668,2097340915,4,281
14669,2097341188,2,5
14670,2097347211,1,6
14671,2097349611,8,22
14672,2097350832,4,40
14673,2097350910,3,56
14674,2097351815,2,7
14675,2097364254,1,4
14676,2097365451,2,185
14677,2097375206,2,65
14678,2097377184,2,8
14679,2097378656,2,3
14680,2097391227,1,52
14681,2097401672,2,150
14682,2097406414,12,132
14683,2097416649,3,167
14684,2097418171,7,58
14685,2097419245,1,7
14686,2097419696,1,47
14687,2097420345,2,10
14688,2097423228,1,91
14689,2097425848,7,50
14690,2097430065,17,126
14691,2097435185,2,22
14692,2097436524,1,29
14693,2097440269,2,17
14694,2097443064,2,70
14695,2097444444,3,13
14696,2097447524,2,15
14697,2097448305,1,19
14698,2097448785,3,34
14699,2097449386,4,11
14700,2097450008,10,23
14701,2097450315,1,78
14702,2097455402,1,103
14703,2097456691,1,27
14704,2097459791,1,13
14705,2097471144,1,55
14706,2097476935,2,15
14707,2097481533,1,11
14708,2097487198,11,57
14709,2097491087,7,215
14710,2097492187,12,14
14711,2097500341,1,14
14712,2097504463,11,28
14713,2097506429,1,11
14714,2097509121,1,282
14715,2097512048,9,100
14716,2097520544,1,5
14717,2097527565,6,17
14718,2097528146,3,13
14719,2097528641,1,21
14720,2097529652,1,23
14721,2097538766,3,354
14722,2097544120,4,75
14723,2097546270,16,20
14724,2097550979,4,15
14725,2097551061,9,38
14726,2097552573,12,60
14727,2097557005,1,23
14728,2097565294,4,185
14729,2097567128,1,17
14730,2097567527,3,8
14731,2097575055,1,9
14732,2097582257,1,57
14733,2097586916,1,7
14734,2097590968,1,5
14735,2097594547,2,53
14736,2097596582,1,13
14737,2097608313,1,117
14738,2097609392,1,24
14739,2097609828,1,4
14740,2097625516,3,20
14741,2097627441,1,10
14742,2097628444,4,35
14743,2097631141,5,26
14744,2097635150,1,17
14745,2097638213,16,79
14746,2097644131,1,23
14747,2097650207,10,59
14748,2097650489,5,201
14749,2097653865,3,5
14750,2097653880,18,172
14751,2097661211,4,55
14752,2097663025,7,69
14753,2097665922,14,110
14754,2097666516,1,14
14755,2097667564,4,14
14756,209766775,26,92
14757,2097668895,10,47
14758,2097669272,6,32
14759,2097669702,1,3
14760,2097678118,8,28
14761,2097678952,2,71
14762,2097687781,4,476
14763,2097688860,1,75
14764,2097694659,2,51
14765,2097695451,4,56
14766,2097695784,2,745
14767,2097698347,2,12
14768,2097703397,1,24
14769,2097703981,18,27
14770,2097706674,7,78
14771,2097719264,5,169
14772,2097721564,1,4
14773,2097727860,1,54
14774,2097734390,1,53
14775,2097742534,1,23
14776,2097743728,1,58
14777,2097747931,1,11
14778,2097748436,6,12
14779,2097748619,1,3
14780,2097757151,1,176
14781,2097759915,1,8
14782,2097761178,4,130
14783,2097761549,2,13
14784,2097762839,1,35
14785,2097765344,1,17
14786,2097765390,32,314
14787,2097766447,12,321
14788,2097769359,5,76
14789,2097778451,3,9
14790,2097788519,1,299
14791,2097805446,1,234
14792,2097820098,2,9
14793,2097825832,1,96
14794,2097833558,1,7
14795,2097837377,1,5
14796,2097840544,2,52
14797,2097843311,1,7
14798,2097854657,12,148
14799,2097865339,1,33
14800,2097866148,2,256
14801,2097868198,2,38
14802,2097875266,4,6
14803,2097879502,19,78
14804,2097880949,6,172
14805,2097882793,6,77
14806,2097884319,16,153
14807,2097884925,13,26
14808,2097890944,1,6
14809,2097891908,9,33
14810,2097893132,1,3
14811,2097900229,2,288
14812,2097901532,6,37
14813,2097908987,2,235
14814,2097910005,1,43
14815,2097926291,2,69
14816,2097927699,5,35
14817,2097927811,1,88
14818,2097928818,1,7
14819,2097937306,1,12
14820,2097937733,2,10
14821,2097950145,5,82
14822,2097957872,1,65
14823,2097958248,1,3
14824,2097966160,31,111
14825,2097969479,1,4
14826,2097970814,13,85
14827,2097975338,1,3
14828,2097985479,5,44
14829,2097991957,1,152
14830,2097992455,2,10
14831,2098001594,5,100
14832,2098003191,1,5
14833,2098006947,2,109
14834,2098016057,6,46
14835,2098016808,3,7
14836,2098022143,11,41
14837,2098039635,1,8
14838,2098055748,2,12
14839,2098057772,6,114
14840,2098058944,1,9
14841,2098061128,2,13
14842,2098070024,1,41
14843,2098073579,13,434
14844,2098075286,2,11
14845,2098075679,1,70
14846,2098077469,1,447
14847,2098077512,5,10
14848,2098080440,17,332
14849,2098082073,1,7
14850,2098086841,9,238
14851,2098087670,4,9
14852,2098094980,2,16
14853,2098095423,2,9
14854,2098096191,11,30
14855,2098100626,14,26
14856,2098102987,1,15
14857,2098109968,1,9
14858,2098118527,2,123
14859,2098120319,4,47
14860,2098120398,1,11
14861,2098124451,13,161
14862,2098126988,6,223
14863,2098136913,11,58
14864,2098141344,1,21
14865,2098143673,10,47
14866,2098143790,1,22
14867,2098144623,2,301
14868,2098146076,13,133
14869,2098152073,3,11
14870,2098169022,2,16
14871,2098173140,17,25
14872,2098177479,6,12
14873,2098179069,14,91
14874,2098179325,1,21
14875,2098182327,1,28
14876,2098182950,3,171
14877,2098187136,3,47
14878,2098196035,1,23
14879,2098196728,3,49
14880,2098214833,3,19
14881,2098223009,7,17
14882,2098223376,2,59
14883,2098223845,14,52
14884,2098224337,28,226
14885,2098225587,2,171
14886,2098236719,10,159
14887,2098243189,2,4
14888,2098243328,4,36
14889,2098254599,2,37
14890,2098256211,6,286
14891,2098257145,2,14
14892,2098257194,2,3
14893,2098259900,2,43
14894,2098261520,1,2
14895,2098267569,1,23
14896,2098267870,1,18
14897,2098268247,1,102
14898,2098270095,2,170
14899,2098278107,2,3
14900,2098284769,2,14
14901,2098285333,1,16
14902,2098291119,20,59
14903,2098293358,1,149
14904,2098297173,2,12
14905,2098297284,7,27
14906,2098302215,1,76
14907,2098302415,1,175
14908,2098309284,4,191
14909,2098317010,15,134
14910,2098329421,7,8
14911,2098333203,5,57
14912,2098333762,1,45
14913,2098335477,2,17
14914,2098341293,3,35
14915,2098359758,3,4
14916,2098359920,5,94
14917,2098366200,45,211
14918,2098368580,8,157
14919,2098376611,2,9
14920,2098389721,12,330
14921,2098395625,11,265
14922,2098399092,1,8
14923,2098400666,18,77
14924,2098401168,9,185
14925,2098403471,3,68
14926,2098414524,18,55
14927,2098416792,14,194
14928,2098417787,1,1
14929,2098420915,2,23
14930,2098423198,8,133
14931,2098430289,2,51
14932,2098430351,1,4
14933,2098430868,4,28
14934,2098435665,6,13
14935,2098439073,1,630
14936,2098444608,2,79
14937,2098450051,1,10
14938,2098455306,2,108
14939,2098457734,4,26
14940,2098464871,1,2
14941,2098470061,1,32
14942,2098472447,1,21
14943,2098476571,6,20
14944,2098482349,1,4
14945,2098484489,4,162
14946,2098486241,5,42
14947,2098497318,5,20
14948,2098509609,4,186
14949,2098514387,12,44
14950,2098522504,1,11
14951,2098528998,1,55
14952,2098532077,1,3
14953,2098535829,6,133
14954,2098536169,5,46
14955,2098538719,1,1
14956,2098540490,1,96
14957,2098543295,1,87
14958,2098545967,1,60
14959,2098553916,46,235
14960,2098558501,1,50
14961,2098561602,1,34
14962,2098567766,5,167
14963,2098572271,2,70
14964,2098576377,2,57
14965,2098586662,13,453
14966,2098590467,2,48
14967,2098595436,1,1
14968,2098596367,7,24
14969,2098604492,3,19
14970,2098611256,1,10
14971,2098618034,24,219
14972,2098622223,6,187
14973,2098624334,1,155
14974,2098626022,4,108
14975,2098636479,5,22
14976,2098642314,15,598
14977,2098651954,6,95
14978,2098655811,2,81
14979,2098658273,1,4
14980,2098658948,3,386
14981,2098665770,2,14
14982,2098669438,1,7
14983,2098682828,2,62
14984,2098683697,57,113
14985,2098684391,12,36
14986,2098688302,2,15
14987,2098691293,1,6
14988,2098703039,1,92
14989,2098704298,8,111
14990,2098711253,26,85
14991,2098712430,2,8
14992,2098714749,12,109
14993,2098718374,5,11
14994,2098720878,1,108
14995,2098728482,1,6
14996,2098732234,8,107
14997,2098737799,2,6
14998,2098737836,3,36
14999,2098738871,1,16
15000,2098743930,1,20
15001,2098751042,1,14
15002,2098752197,5,37
15003,2098759734,1,2
15004,2098767588,1,17
15005,2098769178,3,171
15006,2098769611,10,150
15007,2098772737,1,6
15008,209877522,2,3
15009,2098775787,1,3
15010,2098780971,3,30
15011,2098786272,1,15
15012,2098797162,1,5
15013,2098799477,5,13
15014,2098803689,9,57
15015,2098805733,1,3
15016,2098806103,6,22
15017,2098806599,1,13
15018,2098811167,1,25
15019,2098811944,1,4
15020,2098821808,9,51
15021,2098827417,1,65
15022,2098829520,1,50
15023,2098829932,35,178
15024,2098834125,3,7
15025,2098837318,1,15
15026,2098837714,5,24
15027,2098844991,1,9
15028,2098846089,1,62
15029,2098847405,1,14
15030,2098849385,1,5
15031,2098852749,1,9
15032,2098856946,1,84
15033,2098859649,25,168
15034,2098859983,1,10
15035,2098869556,1,29
15036,2098876098,18,103
15037,2098881641,1,17
15038,2098883506,5,71
15039,2098890644,8,50
15040,2098892419,1,20
15041,2098892779,1,4
15042,2098907448,1,197
15043,2098910421,3,150
15044,2098927736,3,464
15045,2098928255,10,58
15046,2098928963,4,41
15047,2098930050,1,140
15048,2098934872,1,5
15049,2098937157,3,17
15050,2098937251,1,37
15051,2098939585,1,62
15052,2098939610,2,12
15053,2098943428,3,23
15054,2098944621,1,48
15055,2098945646,2,211
15056,2098947930,1,7
15057,2098965494,4,30
15058,2098966486,1,23
15059,2098973893,4,12
15060,2098975159,1,40
15061,2098975406,2,23
15062,2098977241,3,115
15063,2098979077,1,15
15064,2098979694,2,77
15065,2098984663,12,451
15066,2098987026,2,25
15067,2098990067,1,4
15068,2098997489,1,10
15069,2099000317,3,74
15070,2099002134,4,321
15071,2099014491,1,47
